yr_built,yr_renovated,house_age,age_after_renovtion,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,basement,zipcode,lat,long,living_measure15,lot_measure15,furnished,total_area,price,Premium_House
1943,0,71,0,6,2,2040,10812,1,0,0,4,5,2040,0,98056,47.4919,-122.181,1440,10200,0,12852,300000,0
1956,0,58,0,3,1,1270,7400,1,0,2,4,7,1270,0,98056,47.4831,-122.191,1800,7400,0,8670,320000,0
1945,0,69,0,3,1.75,1880,5752,1,0,0,4,7,940,940,98126,47.5354,-122.378,1110,5201,0,7632,412000,0
2014,0,0,0,5,3,2800,5700,2,0,0,3,8,2800,0,98059,47.4969,-122.145,2910,5349,0,8500,639983,0
1973,0,41,0,3,1,1010,9945,1,0,0,4,6,1010,0,98065,47.5324,-121.763,1390,12710,0,10955,310000,0
2000,0,14,0,4,2.5,3220,5120,2,0,0,3,9,2420,800,98118,47.5434,-122.27,1770,7680,1,8340,558000,0
2013,0,1,0,4,3.5,2370,3692,2.5,0,0,3,8,2370,0,98056,47.5044,-122.17,2520,5425,0,6062,400000,0
1977,0,38,0,3,2,1490,9000,1,0,0,4,8,1490,0,98006,47.5455,-122.184,2190,9000,0,10490,391000,0
1969,0,45,0,3,2,1330,8100,1,0,0,4,7,1330,0,98034,47.7251,-122.175,1590,8100,0,9430,386000,0
1947,0,68,0,4,2,1370,8100,1,0,0,2,7,1370,0,98155,47.749,-122.312,1280,8100,0,9470,420550,0
1922,1996,92,18,4,1.75,2060,4080,1.5,0,0,3,7,1460,600,98105,47.6698,-122.325,1620,4080,0,6140,562000,0
1978,0,36,0,4,2.75,2100,7350,1,0,0,5,7,1240,860,98034,47.7194,-122.172,2490,7350,0,9450,503000,0
1910,2004,104,10,1,2.5,1820,3008,2,0,0,3,7,1090,730,98103,47.6529,-122.339,1860,3420,0,4828,680000,0
2012,0,3,0,3,2.25,1610,3764,2,0,0,3,7,1610,0,98042,47.3589,-122.083,1610,3825,0,5374,290000,0
1927,0,87,0,3,1,1250,10094,1,0,0,4,6,1250,0,98045,47.4987,-121.781,1300,10094,0,11344,255000,0
2004,0,11,0,3,2.5,2600,10183,1,0,0,3,8,1300,1300,98033,47.6984,-122.201,1860,10401,0,12783,748000,0
1988,0,26,0,3,2.25,1730,13040,1,0,0,4,8,1290,440,98052,47.6809,-122.119,1730,11016,0,14770,500000,0
1985,0,30,0,3,1.75,1360,13320,1,0,0,4,7,1360,0,98059,47.4625,-122.069,1580,13625,0,14680,329950,0
2004,0,10,0,3,2.75,3200,6699,2,0,0,3,9,3200,0,98075,47.5884,-121.991,3020,6699,1,9899,712000,0
1950,2014,64,0,2,1,980,4120,1,0,0,3,7,830,150,98115,47.6815,-122.291,1760,4120,0,5100,535000,0
2000,0,14,0,4,3.75,4133,361548,2,0,0,3,11,4133,0,98019,47.7479,-121.972,1970,291416,1,365681,979500,0
2006,0,8,0,4,2.5,2230,4541,2,0,0,3,7,2230,0,98042,47.3848,-122.1,2800,4860,0,6771,253000,0
1988,0,26,0,3,2.25,1780,191228,2,0,2,3,8,1780,0,98045,47.4575,-121.748,2440,87120,0,193008,545000,0
2005,0,10,0,5,3.25,3400,4499,2,0,0,3,8,2740,660,98065,47.5385,-121.88,3400,6163,0,7899,510000,0
1975,0,39,0,3,1.75,1520,7252,1,0,0,3,7,1140,380,98072,47.7358,-122.175,1910,7820,0,8772,405000,0
1947,0,68,0,2,1,750,2786,1,0,0,5,7,750,0,98117,47.6892,-122.393,1700,4653,0,3536,435000,0
1983,0,32,0,2,1.5,1160,3838,2,0,0,3,7,1160,0,98034,47.7255,-122.164,1410,3780,0,4998,299000,0
1909,0,106,0,4,2,1620,4600,2,0,0,3,7,1620,0,98108,47.5533,-122.307,1620,4500,0,6220,375000,0
1942,0,72,0,4,1.75,2160,4333,1,0,0,4,8,1260,900,98117,47.6893,-122.388,1670,4426,0,6493,450000,0
1947,0,68,0,2,1,770,11084,1,0,0,4,6,770,0,98155,47.7482,-122.321,1010,11084,0,11854,257000,0
1938,0,77,0,2,1,870,6126,1,0,0,4,7,870,0,98125,47.7024,-122.322,1620,6126,0,6996,387500,0
2012,0,2,0,4,2.75,3220,9825,2,0,0,3,8,3220,0,98059,47.4863,-122.143,2820,8566,0,13045,579000,0
1980,0,34,0,3,1.75,1440,7070,1,0,0,3,7,1440,0,98052,47.6947,-122.125,1440,7210,0,8510,460000,0
1958,0,56,0,3,1,1450,8820,1,0,0,3,6,1050,400,98168,47.4698,-122.264,1510,8820,0,10270,274950,0
1977,0,38,0,4,1.75,1640,13566,1,0,0,4,7,1120,520,98072,47.7423,-122.099,1470,13530,0,15206,414250,0
2005,0,10,0,4,3.5,3100,5600,2,0,0,3,9,3100,0,98075,47.5968,-121.978,3080,5600,1,8700,735000,0
1971,0,43,0,3,2,1660,11135,1,0,0,3,8,1660,0,98045,47.4897,-121.787,1660,11560,0,12795,315000,0
1903,0,112,0,3,1,1340,4800,1.5,0,0,4,5,1340,0,98055,47.477,-122.209,1240,4800,0,6140,225000,0
1969,0,45,0,3,2,1930,12443,1,0,0,3,7,1930,0,98045,47.4906,-121.775,1400,12183,0,14373,390000,0
2006,0,8,0,3,2.5,2580,4636,2,0,0,3,9,2580,0,98074,47.6201,-122.025,2480,4500,1,7216,698000,0
1963,0,51,0,3,1,860,11900,1,0,0,4,6,860,0,98030,47.3574,-122.186,1660,10248,0,12760,160000,0
2014,0,0,0,4,3.25,3830,6765,2,0,0,3,9,3830,0,98053,47.685,-122.016,3830,6507,1,10595,963990,0
1963,0,51,0,4,2.5,1910,9244,1,0,0,4,6,1910,0,98059,47.4918,-122.141,2590,9286,0,11154,333000,0
2004,0,11,0,3,2.5,2350,4456,2,0,0,3,7,2350,0,98065,47.5314,-121.854,2350,4456,0,6806,410000,0
2008,0,6,0,10,5.25,4590,10920,1,0,2,3,9,2500,2090,98004,47.5861,-122.113,2730,10400,1,15510,1150000,1
1979,0,35,0,4,2.75,2960,10454,1,0,1,3,8,2360,600,98198,47.4006,-122.322,1870,10500,0,13414,385000,0
1992,0,22,0,3,2,1920,33630,1,0,0,3,8,1920,0,98056,47.4983,-122.167,2080,7505,0,35550,352500,0
1920,0,94,0,3,1,1320,5000,1,0,0,4,7,1090,230,98107,47.6674,-122.365,1700,5000,0,6320,594000,0
1970,0,44,0,4,2.5,2800,10786,1,0,0,3,8,1420,1380,98008,47.5959,-122.116,2140,10788,0,13586,605000,0
1955,0,59,0,2,1,880,5600,1,0,0,5,7,880,0,98178,47.5071,-122.265,1240,7015,0,6480,235000,0
1910,0,104,0,4,2,2190,4560,2.5,0,0,5,8,2190,0,98103,47.662,-122.329,2190,4560,0,6750,980000,0
1980,2013,34,1,3,3.5,2880,11340,1,0,0,3,8,1690,1190,98074,47.6113,-122.058,2530,11340,0,14220,1020000,0
1940,0,75,0,2,1.5,1400,5810,2,0,0,3,7,1400,0,98103,47.6843,-122.341,1470,3920,0,7210,575000,0
1903,0,111,0,5,2,2060,6000,2,0,0,3,7,2060,0,98105,47.6685,-122.305,1770,5000,0,8060,580000,0
1996,0,19,0,3,2.25,1780,9315,2,0,0,3,7,1780,0,98133,47.7484,-122.353,1780,8545,0,11095,509000,0
1997,0,17,0,4,2.5,1850,9136,2,0,0,3,8,1850,0,98059,47.4943,-122.157,1930,7873,0,10986,405000,0
1960,0,54,0,4,3,2360,6250,1,0,2,3,7,1460,900,98118,47.512,-122.249,2500,6250,0,8610,418000,0
1995,0,19,0,4,2.75,2710,45963,2,0,0,3,9,2710,0,98045,47.4745,-121.724,2710,33955,1,48673,535000,0
1983,0,32,0,5,2,1510,3000,2,0,0,3,6,1510,0,98122,47.6029,-122.304,1610,3600,0,4510,455000,0
2004,0,11,0,5,4,6300,16065,2,0,1,3,12,4360,1940,98004,47.5922,-122.207,3260,17287,1,22365,2750000,1
1967,0,48,0,3,2.25,2060,10160,1,0,0,4,8,1340,720,98155,47.7712,-122.285,2320,11186,0,12220,429950,0
1917,0,97,0,3,2.75,2980,27144,1.5,1,2,5,8,2180,800,98166,47.4522,-122.378,1890,12514,0,30124,947500,0
1995,0,20,0,3,3.25,4560,13363,1,0,4,3,11,2760,1800,98004,47.6205,-122.214,4060,13362,1,17923,3200000,1
1962,0,52,0,3,1.75,2450,9377,1,0,2,4,8,1540,910,98125,47.7296,-122.284,2520,9725,0,11827,687500,0
1984,0,30,0,3,1.75,1690,53578,1,0,0,3,8,1690,0,98053,47.6546,-122.049,2290,52707,0,55268,509900,0
1939,0,75,0,4,1.75,2030,5688,2,0,4,4,9,1730,300,98146,47.5071,-122.387,2320,11107,1,7718,550000,0
1911,0,103,0,4,1,1260,4080,1,0,0,4,7,1260,0,98105,47.6644,-122.324,1340,4080,0,5340,618000,0
1953,0,62,0,2,1,700,5100,1,0,0,4,5,700,0,98056,47.4957,-122.168,970,5811,0,5800,208000,0
1907,0,108,0,4,1,1100,7110,1,0,0,4,7,880,220,98030,47.3858,-122.227,1150,7110,0,8210,225800,0
1953,0,62,0,3,1,1220,6719,1,0,0,3,6,1220,0,98198,47.4187,-122.329,1580,7200,0,7939,196000,0
1958,0,57,0,3,1,1480,6750,1,0,0,3,7,1480,0,98146,47.505,-122.366,1480,7594,0,8230,250000,0
1943,0,72,0,2,1,860,10500,1,0,0,3,6,860,0,98024,47.5662,-121.886,950,10500,0,11360,235000,0
1979,0,35,0,4,2.5,2200,110642,1,0,0,5,7,1330,870,98077,47.7409,-122.052,2290,51400,0,112842,535000,0
1960,0,54,0,4,1.75,2170,9525,1,0,0,3,8,2170,0,98040,47.5685,-122.217,1910,9525,0,11695,842000,0
1994,0,20,0,4,2.5,2160,6825,2,0,0,3,8,2160,0,98031,47.4111,-122.2,2020,7035,0,8985,325000,0
2001,0,13,0,4,3,3150,9318,2,0,0,3,9,3150,0,98075,47.5959,-122.018,3150,9318,1,12468,705000,0
1929,0,85,0,3,3.25,2220,8227,1.5,0,0,5,8,1770,450,98108,47.5665,-122.316,1750,4800,0,10447,569000,0
2014,0,0,0,5,4,4180,12042,2,0,0,3,10,4180,0,98075,47.5959,-122.014,1800,6052,1,16222,1260000,1
1985,0,29,0,3,2.25,1470,7518,1,0,0,3,7,1160,310,98003,47.2725,-122.3,1720,8300,0,8988,220000,0
2005,0,10,0,3,3.5,2800,7694,1,0,0,3,9,2800,0,98053,47.7095,-122.022,2420,7694,1,10494,920000,0
2005,0,9,0,4,3.5,4083,68377,2,0,0,3,10,4083,0,98001,47.3114,-122.262,2430,41382,1,72460,637000,0
1968,0,46,0,3,2.5,2000,8424,1,0,0,4,7,1300,700,98034,47.7089,-122.201,2110,8400,0,10424,470000,0
1980,0,35,0,5,4,4050,11358,2,0,0,4,10,2780,1270,98040,47.56,-122.225,3120,13555,1,15408,1290000,1
1980,0,34,0,4,2.75,1910,7700,1,0,0,4,7,1000,910,98030,47.369,-122.17,1880,7875,0,9610,250000,0
1950,0,64,0,3,1,1200,4592,1,0,0,3,6,800,400,98106,47.519,-122.352,940,4440,0,5792,260000,0
1906,0,108,0,2,1,920,4000,1,0,0,4,7,920,0,98105,47.6711,-122.328,1300,4000,0,4920,514000,0
1986,0,28,0,4,2.5,2630,48706,2,0,0,3,8,2630,0,98072,47.775,-122.125,2680,48706,0,51336,625000,0
1994,0,20,0,3,2.5,1940,14952,2,0,0,3,8,1940,0,98042,47.3777,-122.165,2030,10450,0,16892,297000,0
1934,1985,80,29,4,1.75,2800,90169,2,0,0,3,7,2800,0,98065,47.5204,-121.829,1600,27194,0,92969,529000,0
1967,0,47,0,5,3.25,2900,12160,1,0,0,4,8,1890,1010,98005,47.6154,-122.168,2590,12160,0,15060,790000,0
1965,0,50,0,5,3.25,3800,15500,1,0,0,3,7,2490,1310,98032,47.3862,-122.28,2000,13980,0,19300,380000,0
1924,1985,90,29,4,2,2970,52567,2,0,0,3,8,2970,0,98072,47.7333,-122.128,3280,46676,0,55537,665000,0
1920,0,94,0,2,1,760,6141,1,0,0,2,6,760,0,98118,47.5469,-122.277,900,4120,0,6901,162500,0
2011,0,3,0,4,2.5,2680,4500,2,0,0,3,8,2680,0,98038,47.3561,-122.056,2010,4500,0,7180,379950,0
2014,0,1,0,4,3.25,2950,4161,2,0,0,3,10,2210,740,98027,47.5297,-122.073,2790,3693,1,7111,839704,0
1966,0,48,0,3,1,940,10500,1,0,0,4,7,940,0,98034,47.7268,-122.229,1660,10500,0,11440,342500,0
1963,0,52,0,4,1.5,1300,10050,1.5,0,0,3,7,1300,0,98059,47.4899,-122.116,1730,10050,0,11350,287000,0
2004,0,10,0,4,2.5,2400,4596,2,0,0,3,8,2400,0,98001,47.3358,-122.265,2230,4763,0,6996,280000,0
2004,0,10,0,4,2.5,3130,7582,2,0,0,3,8,3130,0,98075,47.577,-122.055,2990,6441,0,10712,665000,0
2005,0,9,0,3,2.5,3040,6054,2,0,0,3,9,3040,0,98042,47.3508,-122.163,2650,6054,1,9094,410000,0
1941,0,73,0,1,0.75,930,29258,1,0,0,3,6,930,0,98178,47.4837,-122.236,2000,18321,0,30188,190000,0
1922,0,93,0,5,3.75,6810,7500,2.5,0,0,3,13,6110,700,98102,47.6285,-122.322,2660,7500,1,14310,2480000,1
1984,0,30,0,4,3.25,4280,20296,2,0,0,4,11,4280,0,98004,47.6377,-122.212,3420,16351,1,24576,1930000,1
1942,0,72,0,3,1.75,1260,11775,1,0,0,5,6,1260,0,98108,47.5501,-122.296,1270,5480,0,13035,353000,0
1910,0,104,0,2,1,1657,5031,2,0,0,3,7,1657,0,98116,47.5699,-122.389,2050,6201,0,6688,546000,0
2012,0,3,0,5,3.25,3090,7069,2,0,0,3,9,3090,0,98056,47.5114,-122.196,2480,8000,1,10159,615000,0
2007,0,7,0,2,1,1140,1730,1.5,0,0,3,8,1010,130,98126,47.5494,-122.372,1360,1730,0,2870,235000,0
1927,0,88,0,2,1,1350,3880,1,0,0,3,6,950,400,98103,47.6842,-122.344,1670,3920,0,5230,350000,0
2005,0,10,0,4,3.5,3920,19088,1,0,1,3,10,2240,1680,98040,47.576,-122.214,3800,13749,1,23008,1610000,1
2006,0,9,0,3,2.5,2040,3810,2,0,0,3,8,2040,0,98038,47.3537,-122,2370,4590,0,5850,208633,0
1941,0,74,0,3,2,1640,7333,1,0,0,4,7,1020,620,98108,47.5636,-122.316,2130,4933,0,8973,560000,0
1910,0,105,0,4,3.25,2320,5900,1.5,0,2,4,9,2320,0,98144,47.597,-122.292,2320,6240,1,8220,934550,0
1998,0,16,0,3,2,1260,4125,1,0,0,3,6,1260,0,98188,47.4401,-122.279,1300,9091,0,5385,216000,0
2001,0,13,0,3,2.5,1270,1180,3,0,0,3,8,1270,0,98107,47.6697,-122.392,1320,1180,0,2450,445700,0
2012,0,2,0,3,1.5,1270,2356,2,0,0,3,7,1270,0,98108,47.5671,-122.298,1490,2175,0,3626,160797,0
1954,0,60,0,3,1,1390,6000,1,0,0,3,5,1390,0,98056,47.4977,-122.175,1170,6000,0,7390,230000,0
2014,0,0,0,4,2.5,2440,6651,2,0,0,3,9,2440,0,98117,47.6971,-122.371,1350,7653,1,9091,631625,0
1960,0,54,0,3,1.75,2080,9162,1,0,0,3,7,1370,710,98005,47.5846,-122.168,1870,8944,0,11242,638700,0
2008,0,7,0,3,3,1730,1442,2,0,0,3,8,1440,290,98106,47.5344,-122.348,1370,1524,0,3172,357500,0
2000,0,15,0,4,3.5,4610,11676,2,0,0,3,10,4610,0,98075,47.6011,-121.983,3900,11164,1,16286,960000,0
1906,0,108,0,4,1,1670,4600,1.5,0,0,5,8,1670,0,98103,47.6838,-122.332,1820,4600,0,6270,875000,0
2014,0,0,0,3,3.5,2940,6431,2,0,0,3,10,2940,0,98075,47.5818,-122.047,2760,6695,1,9371,914154,0
1942,0,72,0,3,1.75,2300,12000,1,0,0,3,8,1770,530,98133,47.7599,-122.343,2030,6000,0,14300,320000,0
2001,0,13,0,4,2.5,2780,6235,2,0,0,3,8,2780,0,98075,47.5976,-122.039,2670,4410,0,9015,690000,0
2003,0,12,0,3,2.5,2190,3600,2,0,0,3,9,2190,0,98029,47.5506,-121.993,2300,3600,1,5790,650000,0
1988,0,26,0,3,1.5,1140,3292,2,0,0,3,7,1140,0,98029,47.5701,-122.017,1150,3592,0,4432,310000,0
1944,0,70,0,4,1.75,1880,3880,1.5,0,0,4,7,1090,790,98107,47.6635,-122.362,1390,3880,0,5760,560000,0
1939,0,75,0,4,2,3100,8000,1.5,0,0,5,7,2040,1060,98103,47.6852,-122.329,1650,4000,0,11100,1000000,0
1998,0,17,0,3,2,1300,22605,1,0,0,3,7,1300,0,98056,47.5337,-122.187,2250,10215,0,23905,469000,0
1985,0,30,0,3,2.5,2880,10126,2,0,0,4,10,2880,0,98074,47.6319,-122.037,2960,10514,1,13006,720000,0
1991,0,23,0,3,2.75,1830,3200,2,0,0,3,8,1830,0,98034,47.7155,-122.218,2030,3331,0,5030,434000,0
2004,0,10,0,3,2.5,2610,7301,2,0,0,3,8,2610,0,98072,47.7614,-122.139,2460,7181,0,9911,575000,0
1957,0,57,0,3,1.75,2190,8500,1,0,0,4,9,2190,0,98112,47.64,-122.285,2850,8868,1,10690,1570000,1
1941,0,73,0,3,2,2260,7200,1,0,3,3,7,1130,1130,98144,47.5886,-122.288,2260,6000,0,9460,759000,0
2001,0,13,0,4,2.5,2480,8626,2,0,0,3,10,2480,0,98001,47.3185,-122.262,2990,9033,1,11106,420000,0
1915,0,100,0,3,1.75,1380,3225,1,0,0,4,7,940,440,98103,47.6652,-122.338,1250,3750,0,4605,539000,0
1989,0,25,0,3,2.5,2750,37096,2,0,0,3,9,2750,0,98038,47.3732,-122.023,2700,40091,1,39846,375000,0
1940,0,74,0,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,98105,47.6709,-122.276,2310,6301,0,7395,672324,0
1987,0,28,0,3,2,1680,8080,1,0,0,3,8,1680,0,98074,47.6168,-122.045,1800,7503,0,9760,510000,0
2009,0,5,0,5,3,2570,5590,1,0,0,3,8,1580,990,98034,47.7271,-122.228,2020,10500,0,8160,540000,0
1952,0,63,0,2,1.75,1840,14874,1,0,2,3,8,1300,540,98166,47.4382,-122.348,2920,15084,0,16714,430000,0
1963,0,52,0,5,2.5,2450,20805,2,0,0,4,9,2450,0,98004,47.6275,-122.227,3020,20324,1,23255,1550000,1
1966,0,48,0,3,1.75,2150,13789,1,0,0,4,8,1610,540,98155,47.7591,-122.295,2150,15480,0,15939,450000,0
1953,0,61,0,2,1,700,10540,1,0,0,3,6,700,0,98166,47.438,-122.336,890,10540,0,11240,192000,0
1989,0,25,0,3,2.5,2910,17172,2,0,0,3,10,2910,0,98003,47.2789,-122.331,2910,20048,1,20082,450000,0
1977,0,37,0,3,1.75,2030,217800,1,0,2,4,8,2030,0,98092,47.2618,-122.12,2570,216057,0,219830,395000,0
2001,0,13,0,2,1.75,1679,577605,2,0,0,3,9,1679,0,98070,47.463,-122.475,1850,358934,1,579284,700000,0
2006,0,9,0,3,2.5,2050,15035,2,0,0,3,9,2050,0,98042,47.3619,-122.122,1300,15836,1,17085,465000,0
1975,0,39,0,5,2.5,2620,8050,1,0,0,3,8,1520,1100,98052,47.6919,-122.115,2030,7676,0,10670,550120,0
2005,0,9,0,5,2.5,2600,4641,2,0,0,3,7,2600,0,98058,47.4325,-122.146,2330,4589,0,7241,316000,0
1940,2003,74,11,4,4.25,1960,3565,2,0,0,3,7,1960,0,98116,47.5849,-122.384,1920,5750,0,5525,540000,0
1918,0,96,0,1,1,790,2400,1,0,0,3,7,790,0,98122,47.6178,-122.299,1580,2566,0,3190,439000,0
2000,0,15,0,3,2.5,2040,11211,2,0,0,3,8,2040,0,98055,47.4867,-122.223,1830,11964,0,13251,417000,0
2005,0,9,0,3,2.5,3170,7187,2,0,0,3,9,3170,0,98033,47.6934,-122.166,2790,7336,1,10357,720000,0
2014,0,1,0,5,3.25,3960,6352,2,0,0,3,10,3960,0,98075,47.5806,-122.055,2930,9875,1,10312,919990,0
1952,0,63,0,2,1.5,2010,7755,2,0,0,3,7,2010,0,98178,47.4947,-122.233,1360,8037,0,9765,218000,0
2003,0,12,0,3,2.5,2710,5733,2,0,0,3,7,2710,0,98092,47.3357,-122.171,2720,5733,0,8443,275000,0
1961,0,53,0,3,1.75,2020,9478,1,0,0,4,9,2020,0,98040,47.5383,-122.238,3050,15594,1,11498,740000,0
1977,0,37,0,3,1,1200,7210,1,0,0,4,6,1200,0,98030,47.3729,-122.183,1200,7650,0,8410,168000,0
1910,0,104,0,4,2.75,2700,6000,2,0,0,4,8,2100,600,98116,47.586,-122.383,2050,5400,0,8700,749000,0
1960,0,54,0,2,1,1000,31505,1,0,0,3,6,1000,0,98019,47.7659,-121.899,1560,22597,0,32505,265000,0
2007,0,7,0,3,2.25,1358,1204,3,0,0,3,7,1358,0,98133,47.7054,-122.346,1358,1196,0,2562,317000,0
1975,0,39,0,3,1.75,2220,7224,1,0,2,3,8,2040,180,98177,47.774,-122.384,2540,9990,0,9444,615000,0
1983,0,32,0,3,2,1550,18958,1.5,0,0,3,7,1550,0,98198,47.3699,-122.319,1840,12826,0,20508,290000,0
1970,0,45,0,4,1,1340,7920,1,0,0,4,7,1340,0,98001,47.2845,-122.267,1090,9600,0,9260,205000,0
1969,0,46,0,4,2.75,2910,16362,1,0,2,4,9,2120,790,98003,47.3397,-122.322,2850,14904,1,19272,485000,0
1954,2015,61,0,4,3,1900,9077,2,0,0,3,7,1900,0,98155,47.7684,-122.304,1900,12868,0,10977,459000,0
1983,0,31,0,3,2,1860,42800,1,0,0,4,7,930,930,98075,47.5898,-122.004,1980,11250,0,44660,615000,0
2003,0,11,0,3,2,1230,1613,2,0,0,3,8,1010,220,98107,47.6661,-122.37,1610,1873,0,2843,439950,0
1998,0,16,0,4,2.5,3300,28433,2,0,0,3,9,3300,0,98059,47.5072,-122.112,3550,26386,1,31733,725000,0
1953,0,61,0,3,1.75,1550,7270,1.5,0,0,5,7,1550,0,98125,47.72,-122.317,1050,7210,0,8820,453500,0
1953,0,62,0,4,2.25,3240,11131,1,0,0,4,9,2080,1160,98004,47.6182,-122.215,2300,12150,1,14371,1590000,1
1968,0,46,0,3,1.75,1880,11700,1,0,0,4,7,1880,0,98092,47.3213,-122.187,2230,35200,0,13580,299500,0
1994,0,20,0,3,2.5,1610,8544,2,0,0,5,7,1610,0,98038,47.3714,-122.054,1840,8190,0,10154,319000,0
1983,0,31,0,5,2.25,3070,64033,1,0,0,3,9,2730,340,98001,47.3238,-122.292,1560,28260,1,67103,420000,0
1983,0,31,0,3,2.25,2100,7335,2,0,0,3,8,2100,0,98074,47.647,-122.061,2050,8930,0,9435,492000,0
1956,0,58,0,3,1,1150,8050,1.5,0,0,4,7,1150,0,98032,47.374,-122.296,1360,8050,0,9200,123300,0
1951,2004,64,11,3,1.75,1250,8100,1,0,0,3,7,1250,0,98146,47.5016,-122.348,1300,8175,0,9350,330000,0
2005,0,9,0,3,2.5,1470,1779,2,0,0,3,8,1160,310,98029,47.5472,-121.998,1470,1576,0,3249,379770,0
1957,0,58,0,5,3.25,3490,23400,1,0,0,4,8,1890,1600,98006,47.5701,-122.124,2660,12400,0,26890,610000,0
1936,0,79,0,2,2.5,2720,4913,1,0,1,4,8,1700,1020,98199,47.6384,-122.404,2520,5303,0,7633,875000,0
1995,0,19,0,4,3.25,4690,14930,2,0,2,3,10,3680,1010,98155,47.7718,-122.283,2910,13320,1,19620,600000,0
1986,0,28,0,3,1.75,1230,7200,1,0,0,3,7,1230,0,98023,47.2881,-122.363,1540,7210,0,8430,220000,0
1952,0,62,0,3,1,1240,11108,1,0,0,4,7,1240,0,98166,47.4465,-122.354,2220,16533,0,12348,390000,0
1942,0,72,0,2,1,670,6720,1,0,0,5,6,670,0,98126,47.5151,-122.372,710,6720,0,7390,304950,0
1978,0,36,0,5,2.25,2780,10192,2,0,0,4,9,2780,0,98007,47.6134,-122.152,2740,9900,1,12972,830000,0
1949,0,65,0,2,1,1180,6552,1,0,0,4,6,1180,0,98133,47.7477,-122.342,1070,7200,0,7732,275000,0
1983,0,31,0,3,1,1050,7577,1,0,0,3,7,1050,0,98023,47.2891,-122.357,1430,7245,0,8627,194000,0
1985,0,30,0,3,2.5,2370,10968,2,0,0,4,9,2370,0,98033,47.6679,-122.172,2380,8144,1,13338,699000,0
1965,0,50,0,5,2.75,3230,13572,1,0,2,3,8,1880,1350,98166,47.4393,-122.347,2910,15292,0,16802,530000,0
1943,0,71,0,3,1,1140,8366,1,0,0,5,6,1140,0,98058,47.4768,-122.177,960,7200,0,9506,239950,0
1958,0,56,0,3,1.75,2500,8289,1,0,0,4,7,1250,1250,98056,47.4973,-122.177,1710,8205,0,10789,315000,0
1983,0,31,0,3,2.25,3400,10000,2,0,0,3,10,3400,0,98115,47.6846,-122.284,1860,5100,1,13400,970000,0
1949,0,66,0,2,1,1070,7386,1,0,0,3,6,1070,0,98108,47.5434,-122.298,1330,6351,0,8456,212000,0
1960,0,54,0,3,1.5,1300,7200,1,0,0,5,7,1300,0,98033,47.6821,-122.196,2280,7200,0,8500,625000,0
2008,0,6,0,3,2.5,2930,6050,2,0,0,3,9,2930,0,98065,47.5151,-121.883,2760,5765,1,8980,650880,0
1977,0,37,0,4,1,1700,7689,1,0,0,3,7,1080,620,98052,47.6955,-122.116,1700,7333,0,9389,456000,0
1953,0,61,0,3,1,1160,7875,1,0,0,3,7,1160,0,98125,47.724,-122.323,1600,7875,0,9035,285000,0
2013,0,1,0,7,4,3150,7800,2,0,0,3,8,3150,0,98118,47.5259,-122.279,1880,6000,0,10950,450000,0
1999,0,15,0,3,2,1570,5600,1,0,0,3,8,1570,0,98058,47.4286,-122.185,2010,5600,0,7170,325000,0
2004,0,11,0,4,2.5,2070,4310,2,0,0,3,7,2070,0,98065,47.5319,-121.85,1970,3748,0,6380,430000,0
1987,0,27,0,3,1.5,1790,229125,2,0,3,3,7,1790,0,98022,47.2309,-122.009,1970,216928,0,230915,475000,0
1941,0,73,0,3,1,1020,6120,1,0,0,3,7,1020,0,98115,47.6787,-122.285,2370,6695,0,7140,485000,0
1963,0,51,0,4,1.75,2020,7865,1,0,0,4,7,1010,1010,98059,47.5008,-122.162,1650,7865,0,9885,302000,0
1995,0,19,0,3,2.75,2170,8396,2,0,0,3,7,2170,0,98038,47.3812,-122.023,2170,8378,0,10566,353000,0
1975,0,40,0,2,1.75,1950,8200,1,0,0,3,8,1950,0,98023,47.3161,-122.382,2370,8000,0,10150,255000,0
1943,0,72,0,3,1,1060,5600,1,0,0,4,6,760,300,98146,47.5116,-122.379,1310,5600,0,6660,345000,0
1983,0,32,0,3,2.5,1600,6510,1,0,0,3,7,940,660,98155,47.7679,-122.308,1600,10507,0,8110,439500,0
1948,0,67,0,2,1,960,8236,1,0,0,2,6,960,0,98058,47.4698,-122.166,1260,8236,0,9196,99000,0
1904,0,110,0,3,1.5,1280,2114,1.5,0,0,3,8,1280,0,98122,47.6174,-122.308,1540,1456,0,3394,687500,0
1955,0,59,0,3,1.5,2240,5300,1,0,0,5,7,1120,1120,98117,47.6927,-122.395,1740,7110,0,7540,635000,0
2004,0,11,0,3,3,2450,211266,1.5,0,3,3,8,2450,0,98022,47.2215,-122.067,2300,263492,0,213716,530000,0
1946,0,69,0,3,1.75,1830,9425,1,0,0,3,8,1590,240,98146,47.5038,-122.379,1670,8430,0,11255,350000,0
1965,0,49,0,3,1.75,1190,14777,1,0,0,4,7,1190,0,98023,47.2933,-122.377,2240,8325,0,15967,195000,0
1976,0,39,0,3,2.25,1590,9960,1,0,0,3,7,1060,530,98155,47.7742,-122.287,1860,9760,0,11550,434975,0
